# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "4" "-a" "/home/sxy/rnaseq_project/reference/ecoli.gtf" "-o" "/home/sxy/rnaseq_project/results/counts/Ecoli_counts_CDS.txt" "-g" "transcript_id" "-t" "CDS" "-p" "/home/sxy/rnaseq_project/results/aligned/Ecoli_Aligned.sortedByCoord.out.bam" 						
Geneid	Chr	Start	End	Strand	Length	/home/sxy/rnaseq_project/results/aligned/Ecoli_Aligned.sortedByCoord.out.bam
gene-FAZ85_RS01685	NZ_SSTT01000001.1	327887	329077	-	1191	1600
gene-FAZ85_RS25525	NZ_SSTT01000001.1	329290	330340	-	1051	1959
gene-FAZ85_RS01700	NZ_SSTT01000001.1	330418	331299	-	882	1087
gene-FAZ85_RS01705	NZ_SSTT01000001.1	331400	332788	+	1389	1562
gene-FAZ85_RS01710	NZ_SSTT01000001.1	332852	333778	+	927	1103
gene-FAZ85_RS01715	NZ_SSTT01000001.1	333778	334137	+	360	351
gene-FAZ85_RS01720	NZ_SSTT01000001.1	334276	335693	+	1418	1429
gene-FAZ85_RS01725	NZ_SSTT01000001.1	335920	337371	+	1452	2053
gene-FAZ85_RS01730	NZ_SSTT01000001.1	337578	338492	+	915	1492
gene-FAZ85_RS01735	NZ_SSTT01000001.1	338496	339254	-	759	913
gene-FAZ85_RS01740	NZ_SSTT01000001.1	339311	339601	-	291	450
gene-FAZ85_RS01745	NZ_SSTT01000001.1	339625	340500	-	876	1240
gene-FAZ85_RS01750	NZ_SSTT01000001.1	340527	341549	-	1023	1362
gene-FAZ85_RS01755	NZ_SSTT01000001.1	341561	342553	-	993	926
gene-FAZ85_RS01760	NZ_SSTT01000001.1	342553	343580	-	1028	937
gene-FAZ85_RS01765	NZ_SSTT01000001.1	343574	345109	-	1536	1606
gene-FAZ85_RS01770	NZ_SSTT01000001.1	345358	346311	+	954	1402
gene-FAZ85_RS01775	NZ_SSTT01000001.1	346390	347982	+	1593	1652
gene-FAZ85_RS10645	NZ_SSTT01000010.1	335	1750	+	1416	1711
gene-FAZ85_RS10650	NZ_SSTT01000010.1	1802	2194	-	393	510
gene-FAZ85_RS10655	NZ_SSTT01000010.1	2196	2555	-	360	550
gene-FAZ85_RS10670	NZ_SSTT01000010.1	3174	5363	+	2190	3123
gene-FAZ85_RS10675	NZ_SSTT01000010.1	5413	6615	-	1203	2034
gene-FAZ85_RS10680	NZ_SSTT01000010.1	6951	8189	+	1239	1503
gene-FAZ85_RS10685	NZ_SSTT01000010.1	8330	8656	-	327	263
gene-FAZ85_RS10690	NZ_SSTT01000010.1	8771	10027	-	1257	1290
gene-FAZ85_RS10695	NZ_SSTT01000010.1	10231	11196	+	966	1311
gene-FAZ85_RS10700	NZ_SSTT01000010.1	11415	11741	+	327	462
gene-FAZ85_RS10705	NZ_SSTT01000010.1	11763	13010	+	1248	1121
gene-FAZ85_RS10710	NZ_SSTT01000010.1	13025	14109	+	1085	882
gene-FAZ85_RS10715	NZ_SSTT01000010.1	14109	15146	+	1038	545
gene-FAZ85_RS10720	NZ_SSTT01000010.1	15171	17666	+	2496	1980
gene-FAZ85_RS10725	NZ_SSTT01000010.1	17669	18526	-	858	927
gene-FAZ85_RS10730	NZ_SSTT01000010.1	18539	19273	-	735	908
gene-FAZ85_RS10735	NZ_SSTT01000010.1	19288	20985	-	1698	2228
gene-FAZ85_RS10740	NZ_SSTT01000010.1	21362	22600	+	1239	1334
gene-FAZ85_RS10745	NZ_SSTT01000010.1	22665	22736	-	72	178
gene-FAZ85_RS10750	NZ_SSTT01000010.1	23092	24012	-	921	1427
gene-FAZ85_RS10755	NZ_SSTT01000010.1	24365	24607	+	243	472
gene-FAZ85_RS10760	NZ_SSTT01000010.1	24684	24959	-	276	555
gene-FAZ85_RS10765	NZ_SSTT01000010.1	25255	25887	+	633	1139
gene-FAZ85_RS10770	NZ_SSTT01000010.1	26400	27650	+	1251	1974
gene-FAZ85_RS10775	NZ_SSTT01000010.1	27704	29398	+	1695	2728
gene-FAZ85_RS10780	NZ_SSTT01000010.1	29468	30412	+	945	1734
gene-FAZ85_RS10785	NZ_SSTT01000010.1	30486	31631	+	1146	2233
gene-FAZ85_RS10790	NZ_SSTT01000010.1	31687	35280	-	3594	7596
gene-FAZ85_RS10795	NZ_SSTT01000010.1	35285	35899	-	615	1173
gene-FAZ85_RS10800	NZ_SSTT01000010.1	36315	37478	+	1164	2156
gene-FAZ85_RS10805	NZ_SSTT01000010.1	37478	39016	+	1539	3100
gene-FAZ85_RS10810	NZ_SSTT01000010.1	39124	40452	-	1329	1716
gene-FAZ85_RS10815	NZ_SSTT01000010.1	40470	40688	-	219	161
gene-FAZ85_RS10820	NZ_SSTT01000010.1	40931	41926	+	996	1
gene-FAZ85_RS10825	NZ_SSTT01000010.1	41934	43367	-	1434	3
gene-FAZ85_RS10830	NZ_SSTT01000010.1	43583	44497	+	915	0
gene-FAZ85_RS10835	NZ_SSTT01000010.1	44569	45816	+	1248	0
gene-FAZ85_RS10845	NZ_SSTT01000010.1	46408	47340	-	933	1344
gene-FAZ85_RS10850	NZ_SSTT01000010.1	47635	48390	+	756	1144
gene-FAZ85_RS10855	NZ_SSTT01000010.1	48572	49630	-	1059	1722
gene-FAZ85_RS10860	NZ_SSTT01000010.1	49998	51338	-	1341	2214
gene-FAZ85_RS10865	NZ_SSTT01000010.1	51710	51994	+	285	495
gene-FAZ85_RS10870	NZ_SSTT01000010.1	52175	53485	+	1311	1273
gene-FAZ85_RS10875	NZ_SSTT01000010.1	53485	55629	+	2145	2501
gene-FAZ85_RS10880	NZ_SSTT01000010.1	55832	56317	+	486	847
gene-FAZ85_RS10885	NZ_SSTT01000010.1	57001	57564	+	564	908
gene-FAZ85_RS10890	NZ_SSTT01000010.1	57646	60291	+	2646	2817
gene-FAZ85_RS10895	NZ_SSTT01000010.1	60311	61063	+	753	325
gene-FAZ85_RS10900	NZ_SSTT01000010.1	61038	61586	+	549	0
gene-FAZ85_RS10910	NZ_SSTT01000010.1	61583	62053	+	471	0
gene-FAZ85_RS10915	NZ_SSTT01000010.1	62050	62574	+	525	0
gene-FAZ85_RS10920	NZ_SSTT01000010.1	62561	63433	+	873	1
gene-FAZ85_RS10925	NZ_SSTT01000010.1	63555	64106	-	552	373
gene-FAZ85_RS10930	NZ_SSTT01000010.1	64272	65204	+	933	987
gene-FAZ85_RS10935	NZ_SSTT01000010.1	65239	66324	+	1086	821
gene-FAZ85_RS10940	NZ_SSTT01000010.1	66328	67152	+	825	625
gene-FAZ85_RS10945	NZ_SSTT01000010.1	67152	67961	+	810	764
gene-FAZ85_RS10950	NZ_SSTT01000010.1	67961	68509	+	549	600
gene-FAZ85_RS10955	NZ_SSTT01000010.1	68543	68821	+	279	323
gene-FAZ85_RS10960	NZ_SSTT01000010.1	68942	70948	-	2007	2288
gene-FAZ85_RS10965	NZ_SSTT01000010.1	71107	72327	+	1221	1213
gene-FAZ85_RS10970	NZ_SSTT01000010.1	72611	73789	+	1179	1121
gene-FAZ85_RS10975	NZ_SSTT01000010.1	73786	74781	-	996	1176
gene-FAZ85_RS10980	NZ_SSTT01000010.1	74880	76016	+	1137	1400
gene-FAZ85_RS10985	NZ_SSTT01000010.1	76082	77095	+	1014	987
gene-FAZ85_RS10990	NZ_SSTT01000010.1	77095	77907	+	813	675
gene-FAZ85_RS10995	NZ_SSTT01000010.1	77990	78649	+	660	601
gene-FAZ85_RS11000	NZ_SSTT01000010.1	78805	79719	+	915	1051
gene-FAZ85_RS11005	NZ_SSTT01000010.1	79789	81057	+	1269	1014
gene-FAZ85_RS11010	NZ_SSTT01000010.1	81047	81709	+	663	648
gene-FAZ85_RS11015	NZ_SSTT01000010.1	81968	82456	+	489	797
gene-FAZ85_RS11020	NZ_SSTT01000010.1	82493	84010	+	1518	1803
gene-FAZ85_RS11025	NZ_SSTT01000010.1	84105	84674	+	570	831
gene-FAZ85_RS11030	NZ_SSTT01000010.1	84940	85722	+	783	1343
gene-FAZ85_RS11035	NZ_SSTT01000010.1	85943	86725	+	783	1364
gene-FAZ85_RS11040	NZ_SSTT01000010.1	86815	87501	+	687	910
gene-FAZ85_RS11045	NZ_SSTT01000010.1	87498	88214	+	717	1112
gene-FAZ85_RS11050	NZ_SSTT01000010.1	88222	88995	+	774	973
gene-FAZ85_RS11055	NZ_SSTT01000010.1	89192	90082	+	891	1465
gene-FAZ85_RS11060	NZ_SSTT01000010.1	90130	91023	-	894	936
gene-FAZ85_RS11065	NZ_SSTT01000010.1	91044	91406	-	363	513
gene-FAZ85_RS11070	NZ_SSTT01000010.1	91463	92110	-	648	869
gene-FAZ85_RS11075	NZ_SSTT01000010.1	92246	92890	+	645	834
gene-FAZ85_RS11080	NZ_SSTT01000010.1	92946	93497	+	552	760
gene-FAZ85_RS11085	NZ_SSTT01000010.1	93555	94097	+	543	796
gene-FAZ85_RS11090	NZ_SSTT01000010.1	94130	95650	-	1521	1943
gene-FAZ85_RS11095	NZ_SSTT01000010.1	95840	97984	-	2145	2160
gene-FAZ85_RS11100	NZ_SSTT01000010.1	98059	99261	-	1203	1571
gene-FAZ85_RS11105	NZ_SSTT01000010.1	99599	100054	+	456	832
gene-FAZ85_RS11110	NZ_SSTT01000010.1	100137	100631	+	495	636
gene-FAZ85_RS11115	NZ_SSTT01000010.1	100642	101292	+	651	703
gene-FAZ85_RS11120	NZ_SSTT01000010.1	101379	103211	+	1833	2052
gene-FAZ85_RS11125	NZ_SSTT01000010.1	103270	103869	-	600	815
gene-FAZ85_RS11130	NZ_SSTT01000010.1	103953	105170	-	1218	1826
gene-FAZ85_RS11135	NZ_SSTT01000010.1	106090	107028	+	939	1574
gene-FAZ85_RS11140	NZ_SSTT01000010.1	107659	108102	+	444	694
gene-FAZ85_RS11145	NZ_SSTT01000010.1	108118	108780	+	663	855
gene-FAZ85_RS11150	NZ_SSTT01000010.1	108874	110676	+	1803	1556
gene-FAZ85_RS11155	NZ_SSTT01000010.1	110679	111179	+	501	351
gene-FAZ85_RS11160	NZ_SSTT01000010.1	111176	112513	+	1338	1137
gene-FAZ85_RS11165	NZ_SSTT01000010.1	112566	115292	+	2727	2135
gene-FAZ85_RS11170	NZ_SSTT01000010.1	115289	116266	+	978	830
gene-FAZ85_RS11175	NZ_SSTT01000010.1	116281	116823	+	543	554
gene-FAZ85_RS11180	NZ_SSTT01000010.1	116835	117389	+	555	573
gene-FAZ85_RS11185	NZ_SSTT01000010.1	117386	117688	+	303	241
gene-FAZ85_RS11190	NZ_SSTT01000010.1	117685	119526	+	1842	1545
gene-FAZ85_RS11195	NZ_SSTT01000010.1	119690	121219	+	1530	1445
gene-FAZ85_RS11200	NZ_SSTT01000010.1	121226	122683	+	1458	1199
gene-FAZ85_RS11205	NZ_SSTT01000010.1	122750	123253	-	504	526
gene-FAZ85_RS11210	NZ_SSTT01000010.1	123356	124327	-	972	1382
gene-FAZ85_RS11215	NZ_SSTT01000010.1	124465	126219	+	1755	2809
gene-FAZ85_RS11220	NZ_SSTT01000010.1	126290	127509	-	1220	2110
gene-FAZ85_RS11225	NZ_SSTT01000010.1	127697	128614	-	918	1388
gene-FAZ85_RS11230	NZ_SSTT01000010.1	128679	129140	+	462	777
gene-FAZ85_RS11235	NZ_SSTT01000010.1	129195	129500	+	306	467
gene-FAZ85_RS11240	NZ_SSTT01000010.1	129579	130874	+	1296	1379
gene-FAZ85_RS11245	NZ_SSTT01000010.1	130963	132633	+	1671	1018
gene-FAZ85_RS11250	NZ_SSTT01000010.1	132630	133388	+	759	620
gene-FAZ85_RS11255	NZ_SSTT01000010.1	133403	134260	+	858	626
gene-FAZ85_RS11260	NZ_SSTT01000010.1	134260	135222	+	963	529
gene-FAZ85_RS11265	NZ_SSTT01000010.1	135219	136574	+	1356	1203
gene-FAZ85_RS11270	NZ_SSTT01000010.1	136684	136950	+	267	434
gene-FAZ85_RS11275	NZ_SSTT01000010.1	136944	137330	-	387	540
gene-FAZ85_RS11280	NZ_SSTT01000010.1	137330	137665	-	336	415
gene-FAZ85_RS11285	NZ_SSTT01000010.1	137662	139314	-	1653	2168
gene-FAZ85_RS11290	NZ_SSTT01000010.1	139314	140204	-	891	984
gene-FAZ85_RS11295	NZ_SSTT01000010.1	140201	142183	-	1983	2306
gene-FAZ85_RS11300	NZ_SSTT01000010.1	142183	143151	-	969	1293
gene-FAZ85_RS11305	NZ_SSTT01000010.1	143155	144294	-	1140	1436
gene-FAZ85_RS11310	NZ_SSTT01000010.1	144602	145204	+	603	1160
gene-FAZ85_RS11315	NZ_SSTT01000010.1	145243	145668	-	426	839
gene-FAZ85_RS11320	NZ_SSTT01000010.1	145947	146489	+	543	776
gene-FAZ85_RS11325	NZ_SSTT01000010.1	146589	147791	+	1203	1225
gene-FAZ85_RS11330	NZ_SSTT01000010.1	148011	148793	+	783	1061
gene-FAZ85_RS11335	NZ_SSTT01000010.1	148808	150013	+	1206	1419
gene-FAZ85_RS11340	NZ_SSTT01000010.1	150070	151359	+	1290	1446
gene-FAZ85_RS11345	NZ_SSTT01000010.1	151377	152180	+	804	862
gene-FAZ85_RS11350	NZ_SSTT01000010.1	152221	152406	-	186	291
gene-FAZ85_RS11355	NZ_SSTT01000010.1	152419	153318	-	900	1223
gene-FAZ85_RS11360	NZ_SSTT01000010.1	153511	154701	-	1191	1254
gene-FAZ85_RS11365	NZ_SSTT01000010.1	154698	155957	-	1260	984
gene-FAZ85_RS11370	NZ_SSTT01000010.1	155947	157575	-	1629	1404
gene-FAZ85_RS11375	NZ_SSTT01000010.1	157848	159206	+	1359	1594
gene-FAZ85_RS11380	NZ_SSTT01000010.1	159211	160287	+	1077	1413
gene-FAZ85_RS11385	NZ_SSTT01000010.1	160506	160814	-	309	0
gene-FAZ85_RS25500	NZ_SSTT01000095.1	1	530	+	530	0
gene-FAZ85_RS25505	NZ_SSTT01000096.1	75	356	+	282	0
gene-FAZ85_RS11390	NZ_SSTT01000011.1	159	953	+	795	0
gene-FAZ85_RS11395	NZ_SSTT01000011.1	953	2167	+	1215	2
gene-FAZ85_RS11400	NZ_SSTT01000011.1	2167	3444	+	1278	2
gene-FAZ85_RS11405	NZ_SSTT01000011.1	3447	7088	+	3642	1
gene-FAZ85_RS11410	NZ_SSTT01000011.1	7152	8297	+	1146	0
gene-FAZ85_RS11415	NZ_SSTT01000011.1	8307	9422	+	1116	0
gene-FAZ85_RS11420	NZ_SSTT01000011.1	9461	10069	-	609	293
gene-FAZ85_RS11425	NZ_SSTT01000011.1	10063	10839	-	777	757
gene-FAZ85_RS11430	NZ_SSTT01000011.1	10821	11558	-	738	600
gene-FAZ85_RS11435	NZ_SSTT01000011.1	11558	12148	-	591	369
gene-FAZ85_RS11440	NZ_SSTT01000011.1	12148	13215	-	1068	857
gene-FAZ85_RS11445	NZ_SSTT01000011.1	13215	14285	-	1071	799
gene-FAZ85_RS11450	NZ_SSTT01000011.1	14282	15586	-	1305	644
gene-FAZ85_RS11455	NZ_SSTT01000011.1	15592	16491	-	900	958
gene-FAZ85_RS11460	NZ_SSTT01000011.1	16637	16687	-	51	137
gene-FAZ85_RS11465	NZ_SSTT01000011.1	16971	17222	+	252	528
gene-FAZ85_RS11470	NZ_SSTT01000011.1	17219	17473	+	255	441
gene-FAZ85_RS11475	NZ_SSTT01000011.1	17556	18380	+	825	1040
gene-FAZ85_RS11480	NZ_SSTT01000011.1	18426	19355	+	930	1284
gene-FAZ85_RS11485	NZ_SSTT01000011.1	19570	19632	+	63	98
gene-FAZ85_RS11490	NZ_SSTT01000011.1	19622	20980	+	1359	1908
gene-FAZ85_RS11495	NZ_SSTT01000011.1	21159	22217	+	1059	1574
gene-FAZ85_RS11500	NZ_SSTT01000011.1	22231	22458	+	228	292
gene-FAZ85_RS11505	NZ_SSTT01000011.1	22501	23928	-	1428	1958
gene-FAZ85_RS11510	NZ_SSTT01000011.1	24137	25303	+	1167	2022
gene-FAZ85_RS11515	NZ_SSTT01000011.1	25469	26689	+	1221	0
gene-FAZ85_RS11520	NZ_SSTT01000011.1	26746	27219	+	474	898
gene-FAZ85_RS11525	NZ_SSTT01000011.1	27418	28476	+	1059	1442
gene-FAZ85_RS11530	NZ_SSTT01000011.1	28648	28977	+	330	507
gene-FAZ85_RS11535	NZ_SSTT01000011.1	29078	29254	-	177	170
gene-FAZ85_RS11540	NZ_SSTT01000011.1	29436	29981	+	546	479
gene-FAZ85_RS11545	NZ_SSTT01000011.1	29978	30721	+	744	754
gene-FAZ85_RS11550	NZ_SSTT01000011.1	30733	31812	+	1080	1531
gene-FAZ85_RS11555	NZ_SSTT01000011.1	31874	32809	+	936	1484
gene-FAZ85_RS11565	NZ_SSTT01000011.1	33267	34184	+	918	1413
gene-FAZ85_RS11570	NZ_SSTT01000011.1	34286	35236	+	951	1602
gene-FAZ85_RS11580	NZ_SSTT01000011.1	35510	36997	+	1488	2430
gene-FAZ85_RS11590	NZ_SSTT01000011.1	37633	38349	-	717	1402
gene-FAZ85_RS11595	NZ_SSTT01000011.1	38692	40146	-	1455	2166
gene-FAZ85_RS11600	NZ_SSTT01000011.1	40248	41564	-	1317	2125
gene-FAZ85_RS11605	NZ_SSTT01000011.1	41879	42931	+	1053	2194
gene-FAZ85_RS11610	NZ_SSTT01000011.1	43193	49571	-	6379	7276
gene-FAZ85_RS11615	NZ_SSTT01000011.1	49652	49804	-	153	0
gene-FAZ85_RS11625	NZ_SSTT01000011.1	50079	50963	+	885	1
gene-FAZ85_RS11635	NZ_SSTT01000011.1	52358	53620	-	1263	0
gene-FAZ85_RS11645	NZ_SSTT01000011.1	53958	54755	-	798	1270
gene-FAZ85_RS11655	NZ_SSTT01000011.1	55508	56038	-	531	1115
gene-FAZ85_RS11660	NZ_SSTT01000011.1	56381	57031	-	651	1278
gene-FAZ85_RS11665	NZ_SSTT01000011.1	57288	57923	-	636	933
gene-FAZ85_RS11670	NZ_SSTT01000011.1	57924	58928	-	1005	1082
gene-FAZ85_RS11675	NZ_SSTT01000011.1	59037	59450	-	414	765
gene-FAZ85_RS11680	NZ_SSTT01000011.1	59583	60254	+	672	1272
gene-FAZ85_RS11685	NZ_SSTT01000011.1	60254	61612	+	1359	2679
gene-FAZ85_RS11690	NZ_SSTT01000011.1	61720	62571	-	852	1312
gene-FAZ85_RS11700	NZ_SSTT01000011.1	63163	64221	-	1059	247
gene-FAZ85_RS11705	NZ_SSTT01000011.1	64872	65153	+	282	442
gene-FAZ85_RS11710	NZ_SSTT01000011.1	65193	65888	+	696	784
gene-FAZ85_RS11715	NZ_SSTT01000011.1	65955	67373	+	1419	1410
gene-FAZ85_RS11720	NZ_SSTT01000011.1	67354	67824	+	471	299
gene-FAZ85_RS11725	NZ_SSTT01000011.1	67813	68733	-	921	879
gene-FAZ85_RS11730	NZ_SSTT01000011.1	68906	69823	+	918	1136
gene-FAZ85_RS11735	NZ_SSTT01000011.1	69902	70084	+	183	264
gene-FAZ85_RS11740	NZ_SSTT01000011.1	70255	71949	+	1695	1982
gene-FAZ85_RS11745	NZ_SSTT01000011.1	71946	72764	-	819	1010
gene-FAZ85_RS11750	NZ_SSTT01000011.1	73062	73289	-	228	388
gene-FAZ85_RS11760	NZ_SSTT01000011.1	73452	73640	+	189	401
gene-FAZ85_RS11765	NZ_SSTT01000011.1	73684	74307	-	624	1301
gene-FAZ85_RS11770	NZ_SSTT01000011.1	74597	75382	-	786	1187
gene-FAZ85_RS11775	NZ_SSTT01000011.1	75390	75659	-	270	239
gene-FAZ85_RS11780	NZ_SSTT01000011.1	75669	76406	-	738	780
gene-FAZ85_RS11785	NZ_SSTT01000011.1	76406	76771	-	366	289
gene-FAZ85_RS11790	NZ_SSTT01000011.1	76774	77187	-	414	350
gene-FAZ85_RS11795	NZ_SSTT01000011.1	77184	78188	-	1005	1024
gene-FAZ85_RS11800	NZ_SSTT01000011.1	78193	78657	-	465	486
gene-FAZ85_RS11805	NZ_SSTT01000011.1	78762	79889	-	1128	950
gene-FAZ85_RS11810	NZ_SSTT01000011.1	79886	80329	-	444	342
gene-FAZ85_RS11815	NZ_SSTT01000011.1	80348	81721	-	1374	858
gene-FAZ85_RS11820	NZ_SSTT01000011.1	81721	82407	-	687	452
gene-FAZ85_RS11825	NZ_SSTT01000011.1	82400	83395	-	996	672
gene-FAZ85_RS11830	NZ_SSTT01000011.1	83388	85046	-	1659	1393
gene-FAZ85_RS11835	NZ_SSTT01000011.1	85261	85575	+	315	234
gene-FAZ85_RS11845	NZ_SSTT01000011.1	85909	86241	+	333	0
gene-FAZ85_RS11850	NZ_SSTT01000011.1	86410	86961	+	552	451
gene-FAZ85_RS11855	NZ_SSTT01000011.1	86971	87768	+	798	648
gene-FAZ85_RS11860	NZ_SSTT01000011.1	88718	89149	-	432	126
gene-FAZ85_RS11865	NZ_SSTT01000011.1	89157	90320	+	1164	398
gene-FAZ85_RS11870	NZ_SSTT01000011.1	90305	90976	-	672	556
gene-FAZ85_RS11875	NZ_SSTT01000011.1	91085	91318	-	234	221
gene-FAZ85_RS11880	NZ_SSTT01000011.1	91315	92520	-	1206	1135
gene-FAZ85_RS11885	NZ_SSTT01000011.1	92707	93120	+	414	462
gene-FAZ85_RS11890	NZ_SSTT01000011.1	93154	94641	-	1488	2083
gene-FAZ85_RS11895	NZ_SSTT01000011.1	94719	95084	-	366	518
gene-FAZ85_RS11900	NZ_SSTT01000011.1	95084	95494	-	411	587
gene-FAZ85_RS11905	NZ_SSTT01000011.1	95519	96925	-	1407	1685
gene-FAZ85_RS11910	NZ_SSTT01000011.1	97191	99203	+	2013	483
gene-FAZ85_RS11915	NZ_SSTT01000011.1	99524	100243	+	720	956
gene-FAZ85_RS11920	NZ_SSTT01000011.1	100289	100840	+	552	839
gene-FAZ85_RS11925	NZ_SSTT01000011.1	100928	101728	+	801	1157
gene-FAZ85_RS11930	NZ_SSTT01000011.1	101833	102819	+	987	1077
gene-FAZ85_RS11935	NZ_SSTT01000011.1	102834	103502	+	669	605
gene-FAZ85_RS11940	NZ_SSTT01000011.1	103499	104251	+	753	736
gene-FAZ85_RS11945	NZ_SSTT01000011.1	104481	105203	+	723	1076
gene-FAZ85_RS11950	NZ_SSTT01000011.1	105271	105495	-	225	365
gene-FAZ85_RS11955	NZ_SSTT01000011.1	105482	105658	-	177	268
gene-FAZ85_RS26330	NZ_SSTT01000011.1	105741	105812	-	72	175
gene-FAZ85_RS11960	NZ_SSTT01000011.1	105954	106610	+	657	1089
gene-FAZ85_RS11965	NZ_SSTT01000011.1	106607	108439	+	1833	2101
gene-FAZ85_RS11970	NZ_SSTT01000011.1	108496	109044	+	549	725
gene-FAZ85_RS11990	NZ_SSTT01000011.1	109694	110359	+	666	922
gene-FAZ85_RS11995	NZ_SSTT01000011.1	110421	111632	-	1212	1581
gene-FAZ85_RS12000	NZ_SSTT01000011.1	111823	112062	+	240	444
gene-FAZ85_RS12005	NZ_SSTT01000011.1	112100	112597	-	498	977
gene-FAZ85_RS12010	NZ_SSTT01000011.1	112768	113091	-	324	548
gene-FAZ85_RS12015	NZ_SSTT01000011.1	113354	113440	+	87	190
gene-FAZ85_RS12020	NZ_SSTT01000011.1	113555	113806	+	252	433
gene-FAZ85_RS12025	NZ_SSTT01000011.1	113885	114388	-	504	884
gene-FAZ85_RS12030	NZ_SSTT01000011.1	115185	116174	+	990	1241
gene-FAZ85_RS12035	NZ_SSTT01000011.1	116244	117758	+	1515	1738
gene-FAZ85_RS12040	NZ_SSTT01000011.1	117773	118759	+	987	1329
gene-FAZ85_RS12045	NZ_SSTT01000011.1	118926	119726	+	801	1152
gene-FAZ85_RS12050	NZ_SSTT01000011.1	119701	121125	+	1425	2115
gene-FAZ85_RS12055	NZ_SSTT01000011.1	121132	121560	-	429	768
gene-FAZ85_RS12060	NZ_SSTT01000011.1	122340	122690	+	351	414
gene-FAZ85_RS12065	NZ_SSTT01000011.1	122693	123271	+	579	764
gene-FAZ85_RS12070	NZ_SSTT01000011.1	123398	124285	+	888	1088
gene-FAZ85_RS12075	NZ_SSTT01000011.1	124282	125208	+	927	986
gene-FAZ85_RS12080	NZ_SSTT01000011.1	125213	127177	+	1965	2148
gene-FAZ85_RS12085	NZ_SSTT01000011.1	127198	127701	+	504	648
gene-FAZ85_RS12090	NZ_SSTT01000011.1	127846	129507	+	1662	1769
gene-FAZ85_RS12095	NZ_SSTT01000011.1	129553	131154	+	1602	1556
gene-FAZ85_RS12100	NZ_SSTT01000011.1	131173	132033	+	861	837
gene-FAZ85_RS12105	NZ_SSTT01000011.1	132036	133085	+	1050	982
gene-FAZ85_RS12110	NZ_SSTT01000011.1	133100	133489	+	390	300
gene-FAZ85_RS12115	NZ_SSTT01000011.1	133500	134144	+	645	634
gene-FAZ85_RS12120	NZ_SSTT01000011.1	134346	135494	+	1149	1181
gene-FAZ85_RS12125	NZ_SSTT01000011.1	135487	137565	+	2079	1861
gene-FAZ85_RS12130	NZ_SSTT01000011.1	137565	137957	+	393	501
gene-FAZ85_RS12135	NZ_SSTT01000011.1	138077	138565	-	489	957
gene-FAZ85_RS25850	NZ_SSTT01000011.1	138656	138700	+	45	135
gene-FAZ85_RS12140	NZ_SSTT01000011.1	138742	140475	-	1734	2085
gene-FAZ85_RS12145	NZ_SSTT01000011.1	140691	141257	+	567	708
gene-FAZ85_RS12150	NZ_SSTT01000011.1	141271	142017	+	747	993
gene-FAZ85_RS12155	NZ_SSTT01000011.1	142405	143505	+	1101	1654
gene-FAZ85_RS12160	NZ_SSTT01000011.1	143530	145959	+	2430	2819
gene-FAZ85_RS12165	NZ_SSTT01000011.1	146124	147095	-	972	1108
gene-FAZ85_RS12170	NZ_SSTT01000011.1	147092	147835	-	744	1082
gene-FAZ85_RS12175	NZ_SSTT01000011.1	147876	148271	-	396	612
gene-FAZ85_RS12180	NZ_SSTT01000011.1	148324	148671	-	348	292
gene-FAZ85_RS12185	NZ_SSTT01000011.1	149706	150230	-	525	0
gene-FAZ85_RS12190	NZ_SSTT01000011.1	151807	152364	+	558	0
gene-FAZ85_RS12195	NZ_SSTT01000011.1	152365	152643	+	279	0
gene-FAZ85_RS12200	NZ_SSTT01000011.1	152643	152858	+	216	0
gene-FAZ85_RS12205	NZ_SSTT01000011.1	152855	153142	+	288	2
gene-FAZ85_RS12210	NZ_SSTT01000011.1	153298	153621	+	324	2
gene-FAZ85_RS12215	NZ_SSTT01000011.1	154160	154870	+	711	1
gene-FAZ85_RS12220	NZ_SSTT01000011.1	154879	155187	+	309	0
gene-FAZ85_RS12225	NZ_SSTT01000011.1	155213	155416	+	204	0
gene-FAZ85_RS12230	NZ_SSTT01000011.1	155575	157320	+	1746	3
gene-FAZ85_RS25510	NZ_SSTT01000097.1	1	510	-	510	20
gene-FAZ85_RS12235	NZ_SSTT01000012.1	1	222	+	222	0
gene-FAZ85_RS12245	NZ_SSTT01000012.1	528	1085	+	558	0
gene-FAZ85_RS12250	NZ_SSTT01000012.1	1088	4060	+	2973	0
gene-FAZ85_RS12255	NZ_SSTT01000012.1	4139	5143	+	1005	0
gene-FAZ85_RS12260	NZ_SSTT01000012.1	5325	5849	-	525	0
gene-FAZ85_RS12265	NZ_SSTT01000012.1	5862	6272	-	411	0
gene-FAZ85_RS12270	NZ_SSTT01000012.1	6373	6579	-	207	0
gene-FAZ85_RS12275	NZ_SSTT01000012.1	6640	7965	-	1326	0
gene-FAZ85_RS12280	NZ_SSTT01000012.1	7970	8263	-	294	0
gene-FAZ85_RS12285	NZ_SSTT01000012.1	8664	10052	-	1389	0
gene-FAZ85_RS12290	NZ_SSTT01000012.1	10057	10554	-	498	0
gene-FAZ85_RS12300	NZ_SSTT01000012.1	10757	11413	-	657	0
gene-FAZ85_RS12310	NZ_SSTT01000012.1	12072	12464	-	393	0
